crew_id,name,job,tmdbId
18208,Annie Miller,Producer,55903
54288,Yves Marmion,Producer,55903
77005,Diane Kurys,Director,46466
77005,Diane Kurys,Producer,46466
58552,Burr Steers,Director,9685
569307,Patrick Hasburgh ,Director,16370
21278,Alan Alda,Director,18913
6115,Paige Simpson,Producer,14361
1811818,Jack Gallagher,Producer,41021
1029002,Barry Cahn,Producer,18477
64129,Peter Locke,Producer,12262
104051,Michael Campus,Director,29515
73690,Franco Amurri,Director,41582
1669271,Heide Rufus Isaacs,Producer,41582
940711,Bob Dahlin,Director,50382
1390800,Reuben Trane,Producer,26680
9076,F.W. Murnau,Producer,977
10092,Robert J. Flaherty,Producer,977
14580,David Flaherty,Producer,977
84034,Clarence Brown,Director,19049
83287,Lynne Ramsay,Director,29698
135033,Gavin Emerson,Producer,29698
52739,Bertrand Faivre,Producer,29698
1827950,Peter Gallagher,Producer,29698
22040,Keith Walley,Producer,22244
81012,Adrián Suar,Producer,19460
7832,Oliver Hirschbiegel,Director,575
7841,Marc Conrad,Producer,575
5651,Norbert Preuss,Producer,575
7842,Friedrich Wildfeuer,Producer,575
7843,Benjamin Herrmann,Producer,575
65615,Wych Kaosayananda,Director,10550
65615,Wych Kaosayananda,Producer,10550
12648,Bob Dolman,Director,9034
56760,Elizabeth Cantillon,Producer,9034
17600,Allon Reich,Producer,9093
46085,Luis Mandoki,Producer,9039
67795,Steven Shainberg,Director,11013
67795,Steven Shainberg,Producer,11013
84369,Eugene Jarecki,Director,54714
66654,Kevin Donovan,Director,10771
23628,Eriq La Salle,Director,55018
26473,Fisher Stevens,Director,44635
1265263,Matthew H. Rowland,Producer,44635
11887,Brad Silberling,Producer,31005
565446,Dana Janklowicz-Mann,Director,72308
113826,David Pomier,Producer,50123
21647,Gérard Krawczyk,Director,2110
78297,Phil Vischer,Director,15173
78298,Mike Nawrocki,Director,15173
588887,Edoardo Ponti,Director,38866
1081886,John C. Walsh,Director,47500
19271,Anthony Russo,Director,9260
19272,Joe Russo,Director,9260
88115,Barbara Gibbs,Producer,21828
1867767,Mel Lawrence,Producer,24348
19772,Paul Rassam,Producer,37606
8872,Rick Moranis,Director,12921
224875,Nicole Conn,Director,53049
43703,Manolo Bolognini,Producer,10772
39018,Nello Rossati,Director,77079
1754330,Spartaco Pizzi,Producer,77079
167786,Ed Bianchi,Director,74899
592252,Anthony Pelissier,Director,43438
11859,John Mills,Producer,43438
31439,Bryan Forbes,Producer,3092
41154,Robert Weitman,Producer,4989
15452,David Steinberg,Director,15313
6431,Darren Aronofsky,Producer,12590
73021,Sue Baden-Powell,Producer,12590
16304,Brian Koppelman,Director,7501
16305,David Levien,Director,7501
47333,John Wells,Producer,10994
67781,Peter Kosminsky,Director,10994
1130137,Ilyse A. Reutlinger,Producer,10994
1130138,Tracy Underwood,Producer,10994
46430,Jim Czarnecki,Producer,1430
35032,Michael Donovan,Producer,1430
1247760,Charles Bishop,Producer,1430
1242507,Kathleen Glynn,Producer,1430
85357,Christian Charles,Director,19973
73051,Jim Malone,Director,12600
20557,Frédéric Bourboulon,Producer,70443
62529,Christine Gozlan,Producer,70443
210562,Catherine Jelski,Director,146269
2945,Stephen Gaghan,Director,15992
29687,Malcolm Kohll,Producer,1613
29688,Seaton McLean,Producer,1613
29689,David Pupkewitz,Producer,1613
1390937,Estela Bravo,Director,41324
62824,Gary J. Tunnicliffe,Director,49872
1285736,Lawrence Taub,Producer,21925
1867772,Joe Beirne,Producer,21925
116832,Patricia Cardoso,Director,30309
223489,Andrey Deryabin,Producer,16646
18904,Jens Meurer,Producer,16646
123357,Karsten Stöter,Producer,16646
120897,Jeong Jae-eun,Director,37288
120899,Ki-min Oh,Producer,37288
237414,Hilary Birmingham,Director,20861
628,Isao Takahata,Director,12477
55667,Tohru Hara,Producer,12477
64743,Adam Marcus,Director,10285
64744,Debbie Hayn-Cass,Producer,10285
978591,Henry Gellis,Producer,19403
30572,Roy Skeggs,Producer,40064
130093,Peter Sykes,Director,40064
170940,Jacob Brackman,Producer,76411
46602,Fred Weintraub,Producer,5917
46603,William Wiard,Director,5917
101108,Alberto De Martino,Director,31278
1454811,Danton Rissner,Producer,33670
80482,Gary Weis,Director,33076
30689,Greydon Clark,Director,44932
30689,Greydon Clark,Producer,44932
71724,Terence A. Donnelly,Producer,140413
1112510,Fran Roy,Producer,140413
1112512,Jean Claude Tramont,Director,140413
67924,Steno,Director,11340
16806,Eberhard Junkersdorf,Producer,42142
227835,Jay Weston,Producer,36133
140086,Matt Cimber,Director,34697
1665775,Edie Landau,Producer,25773
1665776,Ely A. Landau,Producer,25773
56224,Bob Larson,Producer,26560
57110,Bruce Kimmel,Director,36220
2801,Andrzej Wajda,Director,225
12883,Robert Fentress,Producer,24274
33008,Menahem Golan,Director,17205
948272,Judd Bernard,Producer,17205
167407,John Alan Schwartz,Director,15900
72174,Rosilyn T. Scott,Producer,15900
81541,Gene Lasko,Producer,70971
102334,Bruce D. Clark,Director,28893
67822,Patricia Lovell,Producer,11646
396635,Burt Weissbourd,Producer,24634
133351,Jeremy Joe Kronsberg,Director,75963
96588,Davina Belling,Producer,21764
107924,Hans Iveberg,Director,22435
6331,Göran Lindström,Producer,22435
106381,Norman J. Warren,Director,46364
1309332,Richard Gordon,Producer,46364
1309333,David Speechley,Producer,46364
38007,Just Jaeckin,Director,35685
54740,André Djaoui,Producer,35685
374599,Christopher Pearce,Producer,35685
12846,William A. Fraker,Director,38665
3766,Enzo Peri,Producer,265
18504,Horst Wendlandt,Producer,2264
549357,Phil Monroe,Director,41394
549358,Gerry Chiniquy,Director,41394
930633,Friz Freleng,Director,41394
311395,Joe Giannone,Director,47957
1483459,Gary Sales,Producer,47957
146873,Stanisław Bareja,Director,31407
99339,Ken Shapiro,Director,16471
133795,Stephen A. Miller,Producer,39874
937472,Lorin E. Price,Producer,29072
239180,Joel M. Reed,Director,29072
1535818,Nora Kaye,Producer,17450
30652,Dick Randall,Producer,47886
100807,Juan Piquer Simón,Director,47886
1183570,Stephen Minasian,Producer,47886
1066784,Jeff Schechtman,Producer,31646
1016286,Chako van Leeuwen,Producer,31646
949966,R. Ben Efraim,Producer,41280
18563,Georges Lautner,Director,1672
112588,Kirby Dick,Director,35935
994970,Amy Ziering,Director,35935
9656,Johnny Knoxville,Producer,9012
56578,Jeff Tremaine,Director,9012
56578,Jeff Tremaine,Producer,9012
80215,Charles Stone III,Director,13098
84932,Jay-Z,Producer,13098
1031586,Neda Armian,Producer,13440
1721835,Mishka Cheyko,Producer,13440
27095,Ilona Herzberg,Producer,13440
4855,Peter Saraf,Producer,13440
43330,Ventura Pons,Producer,41645
3136,Salma Hayek,Producer,1360
16397,Lindsay Flickinger,Producer,1360
16399,Nancy Hardin,Producer,1360
16400,Jay Polstein,Producer,1360
16401,Roberto Sneider,Producer,1360
16402,Lizz Speed,Producer,1360
239075,Dylan Kidd,Director,13441
122842,Rich Christiano,Director,45767
8514,Robert Parrish,Director,12208
39761,Jerry Bresler,Producer,12208
47792,Joseph McGrath,Director,12208
70308,Ken Hughes,Director,12208
8447,Jeff Daniels,Director,39497
31024,Betty Thomas,Producer,8427
15045,Michael Lembeck,Director,9021
592891,Holly Hardman,Director,277415
1654464,Peter Mattei,Director,52735
16787,Tarak Ben Ammar,Producer,9280
340,Jimmy Iovine,Producer,65
48440,Nils Tavernier,Director,117520
550338,Pascale Bailly ,Director,27204
945058,Tom Rice,Director,152023
7348,Carlos Carrera,Director,542
7354,Daniel Birman Ripstein,Producer,542
7356,José María Morales,Producer,542
7357,Claudia Becker,Producer,542
7358,Scot Evans,Producer,542
7359,Atahualpa Lichy,Producer,542
17329,Neil Burger,Director,36584
110464,Paul Justman,Director,30192
939140,Lee Jeong-hyang,Director,33251
57895,Robert Harmon,Director,50677
22141,Ogden Gavanski,Producer,2165
22142,Gary Pearl,Producer,2165
61905,Steven Vidler,Director,81530
84021,Paul Gross,Director,34341
76882,Cy Endfield,Director,18993
22808,Laurence Malkin,Director,53000
94045,Bill Corcoran,Director,29229
43673,Tom Reeve,Producer,11880
57581,Neil Marshall,Director,11880
70816,David E. Allen,Producer,11880
1660384,George Barrie,Producer,63435
260006,Kjell Grede,Director,80849
16747,Jack Rose,Producer,1377
65271,Olaf Ittenbach,Director,11629
70079,Michael Poettinger,Producer,11629
70080,Claudia Quirchmayr,Producer,11629
25182,Yves Robert,Director,12716
83467,William A. Graham,Producer,13888
1216871,Peter Bogart,Producer,13888
66625,Jack E. Freedman,Producer,10750
66626,Patricia Herskovic,Producer,10750
66628,Wayne S. Williams,Producer,10750
57398,David Streit,Producer,44247
64195,Joseph Zito,Producer,44247
67792,Massimo Troisi,Director,13386
29471,Richard Franklin,Producer,43089
52187,Howard R. Cohen,Director,20472
12476,Claude Héroux,Producer,9538
39138,Jean Girault,Director,9317
58102,Stanley O'Toole,Producer,47890
68936,Mickey Rose,Director,21515
101891,Gus Trikonis,Director,42371
1295835,Greg Blackwell,Producer,42371
37995,Bo Derek,Producer,26325
39608,John Derek,Director,26325
190448,Bob Brooks,Director,69169
71349,Ronnie Caan,Producer,11524
81186,Andrew Solt,Producer,109264
108128,Malcolm Leo,Producer,109264
1847654,Irwin Winkler,Producer,32077
99859,Tim McCann,Director,326890
1484160,Frank Novak,Director,277724
69076,Mark G. Mathis,Producer,277724
9778,Ice Cube,Producer,10426
65133,Marcus Raboy,Director,10426
65135,Matt Alvarez,Producer,10426
960883,Verónica Chen,Director,204372
960883,Verónica Chen,Producer,204372
1353470,Martín de Arbelaiz,Producer,204372
8571,Donald Ranvaud,Producer,204372
20818,Allen Covert,Producer,13376
84975,Seth Kearsley,Director,13376
1213977,Kara Vallow,Producer,13376
52036,Jan Fantl,Producer,15074
21567,Rae Sanchini,Producer,2103
56612,Roy Conli,Producer,9016
96878,Dan Hoskins,Director,27070
42457,Gregor Schnitzler,Director,5261
87918,Ruud van Hemert,Director,15514
138204,Maurice Phillips,Director,23303
196449,Ziggy Steinberg,Producer,23303
7592,Sergey Selyanov,Producer,20992
113337,Aleksey Balabanov,Director,20992
107669,Eldar Ryazanov,Director,66091
49555,Petter Næss,Director,6007
6148,Dag Alveberg,Producer,6007
93410,Meir Zarchi,Director,25239
93410,Meir Zarchi,Producer,25239
1265221,Joseph Zbeda,Producer,25239
24103,Wolfgang Längsfeld,Producer,10880
11943,Peter Zenk,Producer,10880
1757941,Marianne Chase,Producer,13945
548597,John V.  Stuckmeyer,Producer,13945
67449,Stanley Baker,Producer,14433
76882,Cy Endfield,Producer,14433
96318,Franc. Reyes,Director,13369
11695,Lucas Foster,Producer,7299
13927,Kurt Wimmer,Director,7299
588386,Gao Xiaosong,Director,78022
5970,Pier Paolo Pasolini,Director,26356
18514,Asia Argento,Director,23990
90707,Stefano Curti,Producer,23990
17282,Takashi Miike,Director,4241
35625,Reiko Arakawa,Producer,4241
35627,Seiichiro Kobayashi,Producer,4241
35628,Susumu Nakajima,Producer,4241
16862,Claude Lelouch,Producer,37335
1124839,Derek Burbidge,Director,34113
107639,Juliusz Machulski,Director,22257
236545,Jonas Cornell,Director,35343
336328,Ingemar Ejve,Producer,35343
254335,Gordon Davidson,Producer,76397
337066,Phil Esparza,Producer,76397
578787,Peter Burrell,Producer,76397
578788,William P. Wingate,Producer,76397
97847,Aaron Lipstadt,Director,38849
11195,Gérard Oury,Director,71524
109997,Tim Burstall,Director,43279
67971,Franco Castellano,Director,29743
67972,Giuseppe Moccia,Director,29743
15924,Edward K. Milkis,Producer,16363
69877,Thomas L. Miller,Producer,16363
1355180,Robert L. Boyett,Producer,16363
583108,Edgar Bronfman Jr.,Producer,22023
2188,Marcel Dassault,Producer,171
568128,Alan E. Salke,Producer,73116
568131,Kenith Trodd,Producer,73116
142594,Les Blank,Director,42124
142594,Les Blank,Producer,42124
57708,Robert L. Rosen,Producer,39274
1345446,Ron Beckman,Producer,39274
69892,Arthur Kent,Producer,11564
7103,Barbara Pec-Slesicka,Producer,4202
550948,Çetin Inanç,Director,20787
1147563,Mehmet Karahafiz,Producer,20787
43304,Richard Blackburn,Producer,28940
102417,Anne Kimmel,Producer,28940
51449,Timothy M. Bourne,Producer,13497
84126,Jody Gerson,Producer,13497
66512,Tom Brady,Director,11852
55779,John Schneider,Producer,11852
52004,Elaine Goldsmith-Thomas,Producer,7303
59142,Achero Mañas,Director,33504
160956,Jim Simpson,Director,65684
17597,Juan Carlos Fresnadillo,Director,10856
66130,Charles Pattinson,Producer,18602
15540,Robyn Slovo,Producer,18602
77301,Jiang Wen,Director,25838
2219,Tobey Maguire,Producer,1429
5292,Denzel Washington,Director,13435
213,Gerry Robert Byrne,Producer,3131
34336,Laura Fattori,Producer,3131
18323,Marc Lawrence,Director,2642
78488,Cathy Malkasian,Director,14317
78485,Jeff McGrath,Director,14317
60026,Michelle Grace,Producer,11022
11477,Ray Liotta,Producer,11022
8626,Gerd Oswald,Director,53712
37360,Henry Hathaway,Producer,25848
10430,Fred Ward,Producer,14931
35164,Hannah Gold,Producer,4032
631,Ned Lott,Producer,8392
50577,Norman Panama,Director,31804
77625,Josh Becker,Director,81048
77625,Josh Becker,Producer,81048
590967,Jane Goe,Producer,81048
11489,William Cameron Menzies,Director,12232
71787,Ludwig Berger,Director,12232
71788,Tim Whelan,Director,12232
58047,Charles Finch,Director,61265
126951,Simon Langton,Director,25720
94069,Steve Sekely,Director,21143
1351954,George Pitcher,Producer,21143
5629,Freddie Francis,Director,21143
38883,Arnaud Desplechin,Director,61578
38959,Gérard Lorin,Producer,4561
38960,Éric Rochat,Producer,4561
7316,Mark Burton,Producer,4435
35742,Shah Rukh Khan,Producer,4435
35810,Juhi Chawla,Producer,4435
82804,Dominic Anciano,Director,18002
82805,Ray Burdis,Director,18002
232235,Thomas Michael Donnelly,Director,21332
17633,Rob Marshall,Director,1574
17634,Martin Richards,Producer,1574
8449,Ian MacNeil,Producer,590
736,Menno Meyjes,Director,13560
3559,Robert Benmussa,Producer,423
2963,Nicolas Cage,Director,28028
30270,Richard Whorf,Director,41084
95550,Avi Nesher,Director,18773
80118,Michael Coldewey,Producer,16225
80118,Michael Coldewey,Director,16225
552106,Michel Lemire,Director,16225
45572,Ruggero Deodato,Director,28679
101572,Franco Di Nunzio,Producer,28679
101573,Franco Palaggi,Producer,28679
3230,Todd Louiso,Director,15395
957864,Jeffrey Roda,Producer,15395
1461,George Clooney,Director,4912
42369,Joseph Williams,Producer,23626
57048,Casey La Scala,Producer,23626
118869,J.P. Williams,Producer,23626
118873,C. B. Harding,Director,23626
26472,Steve Guttenberg,Director,44233
109429,Zhongjun Wang,Producer,77633
20642,Buting Yang,Producer,77633
1287732,Feng Xiaogang,Director,77633
57618,Wang Zhonglei,Producer,77633
8557,Fernando Meirelles,Director,598
8559,Kátia Lund,Director,598
8562,Andrea Barata Ribeiro,Producer,598
8563,Mauricio Andrade Ramos,Producer,598
8566,Marc Beauchamps,Producer,598
8568,Daniel Filho,Producer,598
8569,Hank Levine,Producer,598
8570,Vincent Maraval,Producer,598
8572,Juliette Renaud,Producer,598
56195,Ole Christian Madsen,Director,15842
80548,Steven Schachter,Director,24711
22608,Joachim von Mengershausen,Producer,11222
587,Edward James Olmos,Director,13199
587,Edward James Olmos,Producer,13199
86293,Robert M. Young,Producer,13199
17280,Romuald Karmakar,Director,1484
17280,Romuald Karmakar,Producer,1484
13736,Christian Granderath,Producer,1484
70862,Richard Thorpe,Director,18692
68484,Yves Rousset-Rouard,Producer,20813
196769,Jonathan Wacks,Director,53027
83791,Michael D. Moore,Director,18894
39058,Julien Duvivier,Director,26252
1242978,Mike Moder,Producer,19415
61122,William Sherak,Producer,10727
61123,Jason Shuman,Producer,10727
65237,John Fasano,Producer,10727
66739,Jonathan Liebesman,Director,10727
66748,John Hegeman,Producer,10727
56839,Andrei Boncea,Producer,9045
56840,Michèle Ray-Gavras,Producer,9045
56937,André Heller,Director,9082
56938,Othmar Schmiderer,Director,9082
995584,Martina Kudlácek,Director,92348
1113692,Johannes Holzhausen,Producer,92348
1113693,Thomas Korschil,Producer,92348
954640,Johannes Rosenberger,Producer,92348
1113697,Constantin Wulff,Producer,92348
107301,Nico Mastorakis,Director,80965
107301,Nico Mastorakis,Producer,80965
52837,Perry Henzell,Director,7514
52837,Perry Henzell,Producer,7514
116641,James Neilson,Director,42795
35208,Coline Serreau,Director,44164
71943,Reggie Rock Bythewood,Director,12253
53638,Stephanie Allain,Producer,12253
71947,Gina Prince-Bythewood,Producer,12253
20024,Amos Gitai,Director,125945
74647,Keith Fulton,Director,21189
106537,Louis Pepe,Director,21189
958991,Rosa Bosch,Producer,21189
1065081,Lucy Darwin,Producer,21189
1125208,Andrew J. Curtis,Producer,21189
51534,Lucky McKee,Director,10894
67361,Marius Balchunas,Producer,10894
67364,Scott Sturgeon,Producer,10894
85453,Philip Yordan,Producer,28528
112995,John Boulting,Director,34783
47517,Roy Boulting,Producer,34783
120530,Milton Sperling,Producer,26761
29504,Basil Dearden,Director,35185
68113,Ryû Murakami,Director,15802
40599,Robert Day,Director,39948
1062061,E.M. Smedley-Aston,Producer,39948
18237,André Génovès,Producer,8286
70069,Hans Alfredson,Director,24129
1870224,John B. Bennett,Producer,32065
70937,Tony Aboyantz,Director,11915
24456,Gérard Beytout,Producer,11915
15425,Neil Young,Director,70011
923,Dean Stockwell,Director,70011
35525,Richard T. Heffron,Director,37191
35325,Eric Till,Producer,210092
35325,Eric Till,Director,210092
29705,Jerry Belson,Director,3028
236540,Mikael Ekman,Director,29224
95168,Slava Tsukerman,Director,20980
15239,Terry Hughes,Producer,11949
43553,Jerzy Skolimowski,Director,42134
10017,Charlton Heston,Director,79257
31894,Ettore Scola,Director,42131
157437,James Burrows,Director,72340
1380,Jacek Szeligowski,Producer,127
37338,Dieter Schidor,Producer,42135
65660,Sam Waynberg,Producer,42135
79464,Joe Layton,Director,21923
9956,Chris Marker,Director,1563
101750,Pierre De Moro,Director,17132
1068466,Roger Graef,Director,59533
44769,Michael Trikilis,Producer,46925
9884,Chris Sievernich,Producer,30363
113880,Richard Brennan,Producer,49409
57956,David Elfick,Producer,49409
37833,Víctor Erice,Director,48139
13833,Elías Querejeta,Producer,48139
106565,Stephen Weeks,Director,30584
92690,Elliott Hong,Director,24830
33566,Jason Williams,Producer,30049
1494582,Tom Kennedy,Director,30049
26595,Michael Verhoeven,Producer,11057
67958,Hans Prescher,Producer,11057
67959,Dietmar Schings,Producer,11057
217908,Ian Sharp,Director,19322
51882,Euan Lloyd,Producer,19322
145352,Yılmaz Güney,Director,52556
235013,Serif Gören,Director,52556
1603622,Edi Hubschmid,Producer,52556
1603623,K.L. Puldi,Producer,52556
5561,Antonio Margheriti,Director,38219
1390573,Michele Marsala,Producer,38219
90661,Robert J. Rosenthal,Director,23943
60554,Christine Forsyth-Peters,Producer,9919
7626,Avi Arad,Producer,9480
142007,Steve Trenbirth,Director,14873
1116911,Mary Thorne,Producer,14873
42907,Christopher Chase,Producer,14873
46805,Johnathan Dorfman,Producer,22707
46806,Temple Fennell,Producer,22707
89411,Lee Hirsch,Director,22707
89411,Lee Hirsch,Producer,22707
89413,Desireé Markgraaff,Producer,22707
89415,Sherry Simpson,Producer,22707
87554,Im Kwon-taek,Director,18302
87555,Tae-won Lee,Producer,18302
71307,Laetitia Colombani,Director,12112
97026,John Luessenhop,Director,50380
1198091,John Henry Davis,Director,212058
74878,Tay Garnett,Director,118936
4951,Robert Dalva,Director,24883
32369,Michelle de Broca,Producer,3426
29310,Jerome Epstein,Producer,2984
101911,Richard Driscoll,Producer,59201
1096221,Patricia G. Payró,Producer,59201
15753,Jill Ireland,Producer,33055
94975,Gail Morgan Hickman,Producer,33055
67619,Guy Green,Director,33364
67619,Guy Green,Producer,33364
123401,Michael Gordon,Director,4952
66088,Ronald F. Maxwell,Producer,16072
57130,Todd Phillips,Producer,11635
1081758,Mark Wilkinson,Director,125806
109587,Neil Hunter,Director,77283
109586,Tom Hunsinger,Director,77283
1011,Susanne Bier,Director,102
1015,Sisse Graum Jørgensen,Producer,102
1016,Jonas Frederiksen,Producer,102
91389,Mars Callahan,Director,14293
1081892,Mark Moskowitz,Director,105024
58186,Catherine Bailey,Producer,9613
51841,Mary Ellen Mark,Producer,7015
43422,James R. Bagdonas,Producer,7015
51845,Martin Bell,Director,7015
1229,Jeff Bridges,Producer,7015
42461,Matthew Irmas,Director,210938
131925,Dover Koshashvili,Director,49680
68753,Christopher Homes,Producer,11244
6413,Danny Huston,Director,77233
165752,Fielder Cook,Director,140071
1027145,Andrew J. Smith,Director,21801
641437,Alex Smith,Director,21801
131474,Tom Graeff,Director,35139
84023,Jeffrey Reiner,Director,54845
566919,Tom Kuhn,Producer,54845
116181,Kim Tae-gyun,Director,23834
1010427,Seoung-Jae Cha,Producer,23834
421992,Jack Maeby,Producer,23834
5163,David McGiffert,Producer,13819
65613,Jeffrey Kusama-Hinte,Producer,13819
99249,Sven Ebeling,Producer,1591
36176,Peter Herrmann,Producer,1591
23514,Thilo Kleine,Producer,1591
2335,Michael Weber,Producer,1591
6220,Gurinder Chadha,Producer,455
6222,Paul Mayeda Berges,Producer,455
58403,Glen Morgan,Director,10929
58403,Glen Morgan,Producer,10929
71329,Jonas Åkerlund,Director,12079
71333,Danny Vinik,Producer,12079
65823,Timothy Wayne Peternel,Producer,12079
1061523,Rakhshan Bani-Etemad,Director,44081
3376,Hal Kanter,Director,18535
18740,Fred Guiol,Producer,23159
20921,Monte Hellman,Director,27236
97355,Michael Laughlin,Producer,27236
1756653,Maurice Rosenfield,Producer,42459
1756654,Lois Rosenfield,Producer,42459
65481,Valentine Davies,Director,43261
78169,Sam Jaffe,Producer,15347
126462,James Hill,Director,15347
38166,Lester Persky,Producer,37258
68083,Aaron Rosenberg,Producer,17729
39743,Henry Levin,Director,11571
26875,Hideo Nakata,Director,2671
52909,Masato Harada,Producer,9669
20660,Carlos Reygadas,Director,36211
57962,Mort Nathan,Director,9557
15303,Frank Hübner,Producer,9557
48885,Gerhard Schmidt,Producer,9557
57965,Andrew Sugerman,Producer,9557
1391642,Matthew Baer,Producer,11523
135,Bobby Cohen,Producer,11523
25799,Luigi Luraschi,Producer,2525
133471,Vilgot Sjöman,Director,42695
568298,Göran Lindgren,Producer,42695
10346,Robert Bresson,Director,49845
24011,Jia Zhangke,Director,80243
1752513,Kit Ming Li,Producer,80243
73141,Shozo Ichiyama,Producer,80243
1752519,Wang Yu,Producer,80243
20204,James Vanderbilt,Producer,10782
20207,Arnold Messer,Producer,10782
39387,Sean Bailey,Producer,9341
11808,Cooper Layne,Producer,9341
2632,Chris Rock,Director,9776
41551,Bill Gerber,Producer,10735
71548,Peter Sollett,Director,25461
72608,Mike Y. Inoue,Producer,12516
72609,Hisao Kurosawa,Producer,12516
74879,Robert Lord,Producer,17057
1185691,Damian Pettigrew,Director,203252
12835,Vin Diesel,Producer,8409
37932,F. Gary Gray,Producer,8409
54870,Bob Degus,Producer,8409
54871,Vincent Newman,Producer,8409
54872,Joey Nittolo,Producer,8409
54873,Tucker Tooley,Producer,8409
37186,Josée Dayan,Director,284096
56342,Shinichiro Watanabe,Director,11299
68921,Masahiko Minami,Producer,11299
68922,Minoru Takanashi,Producer,11299
68923,Masuo Ueda,Producer,11299
9612,Ed Solomon,Director,21052
16767,Aki Kaurismäki,Producer,7294
58189,Justin Lin,Director,14290
592012,Chuck Comisky,Producer,24982
1234266,Janace Tashjian,Producer,24982
1331173,John Bruno,Producer,24982
1395269,John Bruno,Producer,24982
16848,Rob Zombie,Director,2662
27735,Andy Gould,Producer,2662
113290,Wiebke von Carolsfeld,Director,18941
53477,Austin Chick,Director,42383
61312,Aimee Schoof,Producer,42383
61310,Isen Robbins,Producer,42383
70573,Paul Hunter,Director,11817
1214860,Linda Mendoza,Director,24621
20030,Jacques Perrin,Director,11516
1012,Anders Thomas Jensen,Director,10180
18826,Kim Magnusson,Producer,10180
40456,Tivi Magnusson,Producer,10180
1086475,Michael Bille Frandsen,Producer,10180
58275,Michel Roy,Producer,14237
76559,Sam Jones,Director,14308
589928,Thomas Baer,Producer,32083
31903,Henry Winkler,Director,107569
86164,Mitch Davis,Director,16651
22151,Malcolm Mowbray,Director,57565
55982,Mark Shivas,Producer,57565
46347,Liz Glotzer,Producer,108553
143491,Gérard Lauzier,Director,20978
150181,John Erman,Director,47329
5357,Michael Ohoven,Producer,10743
40513,Michael Paseornek,Producer,10743
1491995,Rick de Oliveira,Director,19153
2876,Matt Dillon,Director,31932
77883,Jordan Melamed,Director,15098
89576,Jeffrey Blitz,Director,16636
89576,Jeffrey Blitz,Producer,16636
1172895,Sean Welch,Producer,16636
380639,Stan Rogow,Producer,18736
74638,Karen Moncrieff,Director,46989
6949,John Malkovich,Director,20689
54607,Bahman Ghobadi,Director,13438
59416,Matt Berenson,Producer,10708
6040,Wyck Godfrey,Producer,10708
932220,Roger Friedman,Producer,85472
146811,Miles Swain,Director,15850
86378,Alfredo De Villa,Director,251053
67813,Baltasar Kormákur,Director,10989
19251,Ernest H. Martin,Producer,1816
60473,Stan Lathan,Director,17667
1027168,Joel Silberg,Director,15259
628,Isao Takahata,Producer,10515
1132637,Todd Olsson,Producer,10515
21507,Jack Cummings,Producer,34857
222738,Vonnie Von Helmolt,Producer,55616
107168,Stephen Kijak,Director,51230
143587,Gunter Hanfgarn,Producer,51230
143589,Angela Christlieb,Director,51230
585280,Kristen Coury,Director,23423
585280,Kristen Coury,Producer,23423
1639713,Joseph Triebwasser,Producer,23423
7433,Linda Moran,Producer,23423
17530,Bruno Levy,Producer,1555
206,Jim Carrey,Producer,310
4505,Michael Bostick,Producer,310
4506,James D. Brubaker,Producer,310
4485,Steve Koren,Producer,310
4486,Mark O'Keefe,Producer,310
11000,Bill Todman Jr.,Producer,5146
10999,Joel Simon,Producer,5146
946395,AJ Schnack,Director,30055
1362672,Shirley Moyers,Producer,30055
20587,Emanuele Crialese,Director,12544
7,Andrew Stanton,Director,12
9,Graham Walters,Producer,12
58470,Donald De Line,Producer,9654
4017,Robert Kulzer,Producer,9902
60243,Rob Schmidt,Director,9902
60260,Brian J. Gilbert,Producer,9902
60261,Stan Winston,Producer,9902
23287,Andrew Jarecki,Director,2260
23287,Andrew Jarecki,Producer,2260
23289,Marc Smerling,Producer,2260
130300,Aluizio Abranches,Director,61939
20655,Hong Chen,Producer,18385
46431,Wolfram Tichy,Producer,39125
15287,Niki Caro,Director,1088
15289,John Barnett,Producer,1088
15292,Tim Sanders,Producer,1088
1129433,Frank Brill,Producer,14676
94096,George Sherman,Director,21717
103824,A.C. Croft,Producer,29425
46608,Jack N. Reddish,Producer,5920
937129,Jean-Xavier de Lestrade,Director,51391
937250,Luigi Rovere,Producer,43361
52218,Perce Pearce,Producer,6646
104043,Achille Manzotti,Producer,29514
178256,Frank Cleaver,Producer,38732
13594,Joseph Barbera,Director,32328
13620,William Hanna,Director,32328
100890,Abe Levitow,Director,32328
30706,Lionel Jeffries,Director,37662
157703,Robert Lynn,Producer,37662
30835,Carroll Case,Producer,11916
95111,Dziga Vertov,Director,26317
95115,Star Mishkel-Eneva,Producer,26317
224003,Cecil F. Ford,Producer,15925
1120503,Walter Blake,Producer,32087
69519,Benjamin Fisz,Producer,11463
1081187,Winfield R. Sheehan,Producer,42640
94096,George Sherman,Producer,30462
16890,Fred Engel,Producer,1403
16888,Ralph Nelson,Producer,1403
116850,Eugene Frenke,Producer,37103
10092,Robert J. Flaherty,Director,47684
29537,Alexander Salkind,Producer,3009
48964,Robert L. Jacks,Producer,18972
148000,Steve Yeager,Director,53380
86290,Derek Jarman,Director,41426
2559,Henri-Georges Clouzot,Director,49842
1453876,Louis Wipf,Producer,49842
1605913,Roger De Venloo,Producer,49842
115484,Andrew J. Fenady,Producer,38765
